"Year","Group","Type","Stdev","SE","Value","Scale"
1998,"infauna",NA,1437.21764065023,74.2175998281849,8538.35121460074,1.87581363416382e-06
1999,"infauna",NA,9238.01778407606,478.32642947447,18659.3329596502,1.87581363416382e-06
2000,"infauna",NA,1886.42683132975,97.8066749866167,8035.4480078976,1.87581363416382e-06
2001,"infauna",NA,9948.51961177229,513.739343677493,23602.7266190049,1.87581363416382e-06
2002,"infauna",NA,3879.57258972443,200.340267072074,11771.2884508999,1.87581363416382e-06
2003,"infauna",NA,1818.1705854914,93.7649885599311,8796.80958776943,1.87581363416382e-06
2004,"infauna",NA,6857.84529462011,354.137608225741,19341.1759602283,1.87581363416382e-06
2005,"infauna",NA,2533.83411556762,131.196957367763,9676.62700815422,1.87581363416382e-06
2006,"infauna",NA,2140.08913756278,110.366670268495,12455.6682610107,1.87581363416382e-06
2007,"infauna",NA,9189.12436389635,473.892905171851,19372.4097050467,1.87581363416382e-06
2008,"infauna",NA,2083.83821505177,107.608942707815,12006.3657145294,1.87581363416382e-06
2009,"infauna",NA,1754.48629183488,90.4807218834149,10664.6818756948,1.87581363416382e-06
2010,"infauna",NA,1424.73484604842,73.4750895249798,9190.48794096618,1.87581363416382e-06
2011,"infauna",NA,4018.677833147,207.247484948853,11781.246340329,1.87581363416382e-06
2012,"infauna",NA,1410.08073288512,72.7193613418944,10719.2875398099,1.87581363416382e-06
2013,"infauna",NA,2258.80651762691,116.489051673412,11106.2070732788,1.87581363416382e-06
2014,"infauna",NA,1228.81111409778,63.3710945359696,8828.47346278274,1.87581363416382e-06
2015,"infauna",NA,1479.12473980814,76.2800341252561,10726.7462486427,1.87581363416382e-06
2016,"infauna",NA,1980.62941096047,102.143162771483,12587.1620649437,1.87581363416382e-06
2017,"infauna",NA,3130.26791697141,161.431241802328,19612.7284194415,1.87581363416382e-06
2018,"infauna",NA,2217.52331494711,114.360033055534,16344.6636012757,1.87581363416382e-06
2019,"infauna",NA,1854.29263403491,95.6278409762394,11726.3062717447,1.87581363416382e-06
2021,"infauna",NA,6235.46784771031,321.5697009246,21803.5832299993,1.87581363416382e-06
2022,"infauna",NA,4127.53710709056,212.861473348738,21119.189480516,1.87581363416382e-06
2023,"infauna",NA,3946.54995008779,203.527773397106,18739.6944168241,1.87581363416382e-06
1982,"jellyfish",NA,2830.67675729843,207.555290007907,11390.81159944,1.87581363416382e-06
1983,"jellyfish",NA,3776.5367829691,210.458166813809,21055.5889337731,1.87581363416382e-06
1984,"jellyfish",NA,4055.04601886596,215.219496309905,30545.7382607682,1.87581363416382e-06
1985,"jellyfish",NA,4713.86629882111,249.135575278133,33210.8613311096,1.87581363416382e-06
1986,"jellyfish",NA,4280.24888003366,238.159418439461,28149.0244424307,1.87581363416382e-06
1987,"jellyfish",NA,18448.6199939028,1135.43407078031,36523.5987241988,1.87581363416382e-06
1988,"jellyfish",NA,4168.38329783744,215.830705908845,23586.1458914158,1.87581363416382e-06
1989,"jellyfish",NA,8231.77732217578,426.225273297529,23265.2611701534,1.87581363416382e-06
1990,"jellyfish",NA,6347.33420976512,329.537172665454,39668.2878535555,1.87581363416382e-06
1991,"jellyfish",NA,8420.77143674197,436.596660613357,70881.8046890306,1.87581363416382e-06
1992,"jellyfish",NA,9359.07919896074,496.0302054855,109542.383352106,1.87581363416382e-06
1993,"jellyfish",NA,16264.2054724441,839.879959120954,128320.402917835,1.87581363416382e-06
1994,"jellyfish",NA,35812.5395184186,1846.89070708898,167713.708856414,1.87581363416382e-06
1995,"jellyfish",NA,17765.7459258742,916.198390179112,124677.596029465,1.87581363416382e-06
1996,"jellyfish",NA,15170.4756618534,783.399994565373,161886.365540046,1.87581363416382e-06
1997,"jellyfish",NA,20983.9342034625,1082.16377837739,231141.862952159,1.87581363416382e-06
1998,"jellyfish",NA,18250.3622663047,942.444654928669,149704.834871573,1.87581363416382e-06
1999,"jellyfish",NA,13899.0385198193,719.664935022445,196967.708152796,1.87581363416382e-06
2000,"jellyfish",NA,116327.889998282,6031.32013390665,351821.724946429,1.87581363416382e-06
2001,"jellyfish",NA,6446.2083461076,332.880767608773,90968.8344911915,1.87581363416382e-06
2002,"jellyfish",NA,5908.56762266346,305.117120033546,76736.3076587566,1.87581363416382e-06
2003,"jellyfish",NA,7017.41202075531,361.895392597944,56657.653505222,1.87581363416382e-06
2004,"jellyfish",NA,9172.65843239184,473.674044654702,73104.6048629595,1.87581363416382e-06
2005,"jellyfish",NA,7967.98660795855,412.566707855325,81514.3372734801,1.87581363416382e-06
2006,"jellyfish",NA,4108.19492070869,211.86397624957,42925.8563500318,1.87581363416382e-06
2007,"jellyfish",NA,8086.34147952811,417.021220324453,60170.8883592776,1.87581363416382e-06
2008,"jellyfish",NA,5326.10813218976,275.039041280944,51332.3830426821,1.87581363416382e-06
2009,"jellyfish",NA,40355.3695264204,2081.16927650873,164032.06254241,1.87581363416382e-06
2010,"jellyfish",NA,14532.8274410453,749.473349545347,181517.587615931,1.87581363416382e-06
2011,"jellyfish",NA,62547.1930977327,3225.62519274264,314552.308947112,1.87581363416382e-06
2012,"jellyfish",NA,37986.1984106119,1958.98860526536,264328.484813627,1.87581363416382e-06
2013,"jellyfish",NA,16756.2818107298,864.139253394324,205601.816965415,1.87581363416382e-06
2014,"jellyfish",NA,17593.5040752926,907.315694969873,187767.118405581,1.87581363416382e-06
2015,"jellyfish",NA,17220.2167624994,888.064871701186,168247.403104369,1.87581363416382e-06
2016,"jellyfish",NA,5149.79697540155,265.580500717422,38777.9422400401,1.87581363416382e-06
2017,"jellyfish",NA,5351.46823200729,275.980901658565,40287.0094277344,1.87581363416382e-06
2018,"jellyfish",NA,52075.5745730193,2685.59270128731,111120.906027352,1.87581363416382e-06
2019,"jellyfish",NA,57289.258487659,2954.46791932917,247255.763082169,1.87581363416382e-06
2021,"jellyfish",NA,5680.21024719141,292.934476608507,74105.7573185171,1.87581363416382e-06
2022,"jellyfish",NA,8455.03081498947,436.034921017647,125880.057280319,1.87581363416382e-06
2023,"jellyfish",NA,12389.0559338099,638.916775561007,146606.971759423,1.87581363416382e-06
1983,"kamchatka",NA,2712.26139992015,175.441605413392,17304.3544256357,1.87581363416382e-06
1984,"kamchatka",NA,3068.03169463365,205.912804944192,20501.9245710501,1.87581363416382e-06
1985,"kamchatka",NA,31.6672595319589,5.88046246792757,32.2277855172414,1.87581363416382e-06
1987,"kamchatka",NA,42.7592637034097,6.84696195489186,43.3182320512821,1.87581363416382e-06
1988,"kamchatka",NA,2862.09245832828,305.100081195789,13796.9750227143,1.87581363416382e-06
1989,"kamchatka",NA,2698.3299896187,259.646924311466,17357.7901881677,1.87581363416382e-06
1990,"kamchatka",NA,4171.64203979083,269.84109153065,32721.5142605008,1.87581363416382e-06
1991,"kamchatka",NA,3842.96939168469,228.440818552658,36853.3686225397,1.87581363416382e-06
1992,"kamchatka",NA,4416.5533893214,262.536848100111,44786.0864526259,1.87581363416382e-06
1993,"kamchatka",NA,3290.05450769025,194.545001387701,40263.0558027687,1.87581363416382e-06
1994,"kamchatka",NA,6090.33796060931,359.501282869483,52682.9910564825,1.87581363416382e-06
1995,"kamchatka",NA,2805.24519133695,165.588387963315,28430.6283540749,1.87581363416382e-06
1996,"kamchatka",NA,2222.63573132838,131.427205970273,24956.8730601493,1.87581363416382e-06
1997,"kamchatka",NA,1773.19101624946,104.668156223394,19464.0958628281,1.87581363416382e-06
1998,"kamchatka",NA,2022.82738046245,119.612290501357,23949.5442121877,1.87581363416382e-06
1999,"kamchatka",NA,2413.03985454297,147.952966256538,18892.392495808,1.87581363416382e-06
2000,"kamchatka",NA,2367.57472826108,145.438959431025,21574.5940261513,1.87581363416382e-06
2001,"kamchatka",NA,2648.09615855817,142.568704667747,31051.2550946953,1.87581363416382e-06
2002,"kamchatka",NA,2719.58649187144,160.812520460804,23417.0770320288,1.87581363416382e-06
2003,"kamchatka",NA,2891.45314398674,170.975208646096,27770.3444156957,1.87581363416382e-06
2004,"kamchatka",NA,2718.52938903145,146.573281527155,29876.8789050436,1.87581363416382e-06
2005,"kamchatka",NA,3154.99635054958,163.359518744886,46285.5069130571,1.87581363416382e-06
2006,"kamchatka",NA,4996.12687351971,294.91204462311,60502.7790404817,1.87581363416382e-06
2007,"kamchatka",NA,4971.85962268144,293.479594098279,64561.642516918,1.87581363416382e-06
2008,"kamchatka",NA,5275.55818594745,284.439034693407,58125.9911931374,1.87581363416382e-06
2009,"kamchatka",NA,4953.67143048867,292.405979059398,49197.3244159388,1.87581363416382e-06
2010,"kamchatka",NA,4514.83693472036,243.07064963972,58112.9954487111,1.87581363416382e-06
2011,"kamchatka",NA,4021.60997025789,216.516202512352,46305.3407980897,1.87581363416382e-06
2012,"kamchatka",NA,3382.14445150614,182.088536283735,42620.5775373503,1.87581363416382e-06
2013,"kamchatka",NA,3527.24424952703,189.900446808409,46278.7861747263,1.87581363416382e-06
2014,"kamchatka",NA,4920.66212084448,290.457501119344,57826.391527437,1.87581363416382e-06
2015,"kamchatka",NA,3548.27706841818,182.988417798969,60729.8813252725,1.87581363416382e-06
2016,"kamchatka",NA,3089.74846121353,159.341610424552,55419.6378399706,1.87581363416382e-06
2017,"kamchatka",NA,2886.64894385216,170.393499543147,47845.0491304598,1.87581363416382e-06
2018,"kamchatka",NA,2263.83674813428,116.748466004356,44056.6805079789,1.87581363416382e-06
2019,"kamchatka",NA,3624.66411902295,195.145356272156,44760.2163573987,1.87581363416382e-06
2021,"kamchatka",NA,2211.14514345103,130.519770958941,32958.1727201279,1.87581363416382e-06
2022,"kamchatka",NA,2581.05397889756,152.354799121234,29767.908175414,1.87581363416382e-06
2023,"kamchatka",NA,1840.51525044538,99.0900101301844,25008.5727493141,1.87581363416382e-06
1982,"king_crabs",NA,32592.1754376658,1848.13271519905,166109.317338002,1.87581363416382e-06
1983,"king_crabs",NA,16579.0732084022,915.426177655228,82156.2555670261,1.87581363416382e-06
1984,"king_crabs",NA,87514.233289433,4817.49998922404,158331.546073624,1.87581363416382e-06
1985,"king_crabs",NA,4688.71378151269,286.408778716578,38138.7447679114,1.87581363416382e-06
1986,"king_crabs",NA,19326.2741162476,1067.11497199901,53969.7632256026,1.87581363416382e-06
1987,"king_crabs",NA,12730.0328273586,748.825460432856,74525.4694950726,1.87581363416382e-06
1988,"king_crabs",NA,11146.634439407,599.246779927669,60798.2510636034,1.87581363416382e-06
1989,"king_crabs",NA,12826.5205208954,709.308205576617,72934.0519165081,1.87581363416382e-06
1990,"king_crabs",NA,16235.6940233662,961.719513438094,85304.7211673232,1.87581363416382e-06
1991,"king_crabs",NA,35403.7929058788,1903.31969810276,107642.220038596,1.87581363416382e-06
1992,"king_crabs",NA,7909.54066193162,435.405883379014,58742.2691706533,1.87581363416382e-06
1993,"king_crabs",NA,15127.5470791251,808.601403891127,86984.9067845848,1.87581363416382e-06
1994,"king_crabs",NA,11242.4929738127,600.936526874579,61173.2644922096,1.87581363416382e-06
1995,"king_crabs",NA,15823.487365945,816.034052957163,78047.5818648647,1.87581363416382e-06
1996,"king_crabs",NA,9306.00980232557,497.427147403745,69786.5800286441,1.87581363416382e-06
1997,"king_crabs",NA,15024.2372208638,803.079259686988,95523.274553565,1.87581363416382e-06
1998,"king_crabs",NA,13611.0363198172,728.58207015375,101032.9944706,1.87581363416382e-06
1999,"king_crabs",NA,16659.6824844065,981.681204761546,84479.6249332261,1.87581363416382e-06
2000,"king_crabs",NA,9225.15075248624,562.46736842515,64582.6309970159,1.87581363416382e-06
2001,"king_crabs",NA,16782.495724082,898.346399913384,73761.4669132048,1.87581363416382e-06
2002,"king_crabs",NA,12942.747613377,691.818960182043,77108.4821764858,1.87581363416382e-06
2003,"king_crabs",NA,31393.5113729633,1843.49046397688,131732.771286098,1.87581363416382e-06
2004,"king_crabs",NA,38654.6101707418,2352.44466023154,129599.31889789,1.87581363416382e-06
2005,"king_crabs",NA,16505.5383851881,912.758358356135,111546.729592224,1.87581363416382e-06
2006,"king_crabs",NA,12411.5909478849,683.235595059579,92255.7904496358,1.87581363416382e-06
2007,"king_crabs",NA,14060.5891730652,825.66622607134,100375.19430739,1.87581363416382e-06
2008,"king_crabs",NA,22345.2028208375,1231.93090970016,111849.758842312,1.87581363416382e-06
2009,"king_crabs",NA,26068.1357030012,1344.36145072164,87030.1682169358,1.87581363416382e-06
2010,"king_crabs",NA,14854.0028211877,766.03670508805,79280.9964330507,1.87581363416382e-06
2011,"king_crabs",NA,11367.2822726211,607.60679546996,69211.0788577843,1.87581363416382e-06
2012,"king_crabs",NA,15832.0440290638,846.258349843954,72838.5708329349,1.87581363416382e-06
2013,"king_crabs",NA,14174.5814984439,757.663250972599,72940.537459599,1.87581363416382e-06
2014,"king_crabs",NA,22560.628901035,1372.99615117776,138513.209846932,1.87581363416382e-06
2015,"king_crabs",NA,18909.4107450273,1010.75051990963,87575.5484676118,1.87581363416382e-06
2016,"king_crabs",NA,10795.5322532363,577.045471421115,70751.1128796154,1.87581363416382e-06
2017,"king_crabs",NA,7188.38365525899,395.707496713336,51558.9421197659,1.87581363416382e-06
2018,"king_crabs",NA,4799.18542848358,292.069124092284,35247.2434112422,1.87581363416382e-06
2019,"king_crabs",NA,4439.91034558565,270.20433884198,36836.074579322,1.87581363416382e-06
2021,"king_crabs",NA,5057.17199596813,307.769686597241,38753.0677511467,1.87581363416382e-06
2022,"king_crabs",NA,6113.34428076523,372.046284930035,47487.0659359357,1.87581363416382e-06
2023,"king_crabs",NA,8163.84410647749,449.404827268605,45521.5698846195,1.87581363416382e-06
1982,"lg_sculpins",NA,46558.2134367615,2547.55209405524,316286.055336509,1.87581363416382e-06
1983,"lg_sculpins",NA,32804.6635567781,1746.01606503437,272762.680741658,1.87581363416382e-06
1984,"lg_sculpins",NA,30131.3101330798,1599.20389554852,235782.24181174,1.87581363416382e-06
1985,"lg_sculpins",NA,23188.7881947424,1225.56553806898,181531.160403108,1.87581363416382e-06
1986,"lg_sculpins",NA,113863.403224587,6051.77160265888,297472.426723165,1.87581363416382e-06
1987,"lg_sculpins",NA,18613.5825509537,981.021937943015,186875.82726813,1.87581363416382e-06
1988,"lg_sculpins",NA,35099.2732838634,1817.37148157029,233677.537449342,1.87581363416382e-06
1989,"lg_sculpins",NA,23166.6285524378,1199.52255748522,210743.396256287,1.87581363416382e-06
1990,"lg_sculpins",NA,22598.1953576335,1173.23984516828,234497.262485698,1.87581363416382e-06
1991,"lg_sculpins",NA,43449.6199847955,2252.75785393133,270223.583697543,1.87581363416382e-06
1992,"lg_sculpins",NA,20248.2565790094,1073.15545237874,231855.736302447,1.87581363416382e-06
1993,"lg_sculpins",NA,19545.2902842531,1009.31445023603,216834.589059163,1.87581363416382e-06
1994,"lg_sculpins",NA,17542.0531857777,904.662317940642,261141.641261865,1.87581363416382e-06
1995,"lg_sculpins",NA,20117.1120740764,1037.46084032858,217600.361339266,1.87581363416382e-06
1996,"lg_sculpins",NA,14354.7815746723,741.277733028678,186904.952779231,1.87581363416382e-06
1997,"lg_sculpins",NA,20327.5450101379,1048.31309038691,212157.535025735,1.87581363416382e-06
1998,"lg_sculpins",NA,20078.3068734069,1036.83930854329,192586.643347346,1.87581363416382e-06
1999,"lg_sculpins",NA,9548.49179125186,494.402164201136,145465.810001612,1.87581363416382e-06
2000,"lg_sculpins",NA,26212.6650353678,1359.06337159128,159916.137905926,1.87581363416382e-06
2001,"lg_sculpins",NA,15190.8708718375,784.453198680189,141499.666996506,1.87581363416382e-06
2002,"lg_sculpins",NA,19127.6933653451,987.749838071247,172666.796977545,1.87581363416382e-06
2003,"lg_sculpins",NA,16396.2854947905,845.573860952588,190800.904762675,1.87581363416382e-06
2004,"lg_sculpins",NA,14186.3165160332,732.578234808317,207207.132810767,1.87581363416382e-06
2005,"lg_sculpins",NA,20521.8117776393,1062.57913584728,221613.927884941,1.87581363416382e-06
2006,"lg_sculpins",NA,16148.7800409865,832.809741771669,203278.939219754,1.87581363416382e-06
2007,"lg_sculpins",NA,15021.6841799075,774.684210887309,210785.204195121,1.87581363416382e-06
2008,"lg_sculpins",NA,18743.9934146218,967.93565781669,202357.924579449,1.87581363416382e-06
2009,"lg_sculpins",NA,11928.6745073751,615.174416330618,143366.353883127,1.87581363416382e-06
2010,"lg_sculpins",NA,15532.4419583274,801.024532105019,166072.166257995,1.87581363416382e-06
2011,"lg_sculpins",NA,16431.7321610615,847.401883187637,172218.129219871,1.87581363416382e-06
2012,"lg_sculpins",NA,13500.945666226,696.258110236555,147111.952287552,1.87581363416382e-06
2013,"lg_sculpins",NA,9821.72884524535,506.516990298945,119070.66065095,1.87581363416382e-06
2014,"lg_sculpins",NA,12688.1479191599,654.341266974792,154605.304094319,1.87581363416382e-06
2015,"lg_sculpins",NA,24175.4071697976,1246.75142959432,162593.731426031,1.87581363416382e-06
2016,"lg_sculpins",NA,20696.840062514,1067.35802854486,189951.723363462,1.87581363416382e-06
2017,"lg_sculpins",NA,12082.5818246097,623.111580178139,166123.097083281,1.87581363416382e-06
2018,"lg_sculpins",NA,13175.6641419463,679.482996478677,168990.13014117,1.87581363416382e-06
2019,"lg_sculpins",NA,24399.1230284257,1258.28869408002,222408.052391498,1.87581363416382e-06
2021,"lg_sculpins",NA,11074.6712023344,571.132558670904,133820.537586337,1.87581363416382e-06
2022,"lg_sculpins",NA,20778.4914104906,1071.56887529929,152443.863201205,1.87581363416382e-06
2023,"lg_sculpins",NA,11702.545923231,603.512725026982,116293.035190371,1.87581363416382e-06
1982,"misc_crabs",NA,19318.1455636392,1065.04384089731,170840.680992762,1.87581363416382e-06
1983,"misc_crabs",NA,15466.339691673,823.190200448192,139738.196114914,1.87581363416382e-06
1984,"misc_crabs",NA,38397.6666316738,2037.93654461548,314000.470298769,1.87581363416382e-06
1985,"misc_crabs",NA,11046.2634473404,583.813164008322,124127.249143592,1.87581363416382e-06
1986,"misc_crabs",NA,18365.0372563662,976.090717494469,210010.80835331,1.87581363416382e-06
1987,"misc_crabs",NA,32126.5837669707,1693.21963573032,408966.610618088,1.87581363416382e-06
1988,"misc_crabs",NA,37051.3656850573,1918.44699474768,470763.585681128,1.87581363416382e-06
1989,"misc_crabs",NA,39616.7217789444,2051.27609828489,484715.424517808,1.87581363416382e-06
1990,"misc_crabs",NA,39279.7305892984,2039.30200201907,535729.578236657,1.87581363416382e-06
1991,"misc_crabs",NA,36668.8880020978,1901.19327788278,494321.736628529,1.87581363416382e-06
1992,"misc_crabs",NA,31859.5768169085,1688.55419419114,412523.376655402,1.87581363416382e-06
1993,"misc_crabs",NA,36120.1851832893,1865.23834235743,406739.803127074,1.87581363416382e-06
1994,"misc_crabs",NA,29572.5844802716,1525.08959698676,395872.990190943,1.87581363416382e-06
1995,"misc_crabs",NA,27970.4619896058,1442.46643818767,403945.648999893,1.87581363416382e-06
1996,"misc_crabs",NA,23075.831834069,1191.63083190976,316888.114488652,1.87581363416382e-06
1997,"misc_crabs",NA,30757.0324810749,1586.17283864262,428541.12829028,1.87581363416382e-06
1998,"misc_crabs",NA,22841.211195824,1179.51507424844,339712.57441811,1.87581363416382e-06
1999,"misc_crabs",NA,17760.6112134709,919.609590021312,266856.787256939,1.87581363416382e-06
2000,"misc_crabs",NA,23531.1309238731,1220.03230452169,352529.081287076,1.87581363416382e-06
2001,"misc_crabs",NA,17722.1134912116,915.166005480804,287763.602513721,1.87581363416382e-06
2002,"misc_crabs",NA,27053.4846782483,1397.03594154311,406804.833305592,1.87581363416382e-06
2003,"misc_crabs",NA,49631.2328930516,2559.53540419559,443905.004958167,1.87581363416382e-06
2004,"misc_crabs",NA,28560.36404651,1474.85085751672,402184.977237153,1.87581363416382e-06
2005,"misc_crabs",NA,29091.275673971,1506.28915717982,406726.368680656,1.87581363416382e-06
2006,"misc_crabs",NA,25912.6914528773,1336.34502561232,351085.270693363,1.87581363416382e-06
2007,"misc_crabs",NA,18969.3274491793,978.268367916185,313859.820317302,1.87581363416382e-06
2008,"misc_crabs",NA,21474.7671117333,1108.95220516568,301347.232399316,1.87581363416382e-06
2009,"misc_crabs",NA,20355.3116009703,1049.74504297294,288326.335575919,1.87581363416382e-06
2010,"misc_crabs",NA,20425.3600646458,1053.35751665808,299958.148457743,1.87581363416382e-06
2011,"misc_crabs",NA,21260.9207281155,1096.44826770011,311848.584102405,1.87581363416382e-06
2012,"misc_crabs",NA,29718.14930427,1532.59652959575,373672.748467962,1.87581363416382e-06
2013,"misc_crabs",NA,27609.159642438,1423.83369232807,344079.227793974,1.87581363416382e-06
2014,"misc_crabs",NA,20194.0350263491,1041.42783869354,304693.829732369,1.87581363416382e-06
2015,"misc_crabs",NA,19846.4301061905,1023.50148369575,289634.754169557,1.87581363416382e-06
2016,"misc_crabs",NA,20088.3001285084,1035.97497768834,283628.729909787,1.87581363416382e-06
2017,"misc_crabs",NA,23001.5710183785,1186.21545228431,343010.567985026,1.87581363416382e-06
2018,"misc_crabs",NA,44018.9915272153,2270.10615500278,311889.915151213,1.87581363416382e-06
2019,"misc_crabs",NA,20743.8929212135,1069.78459445285,317015.810066841,1.87581363416382e-06
2021,"misc_crabs",NA,35547.7868994517,1833.23713327872,396924.173970032,1.87581363416382e-06
2022,"misc_crabs",NA,36540.7668515387,1884.4461642633,477412.214374938,1.87581363416382e-06
2023,"misc_crabs",NA,29544.7950144332,1523.65646471236,386250.960012207,1.87581363416382e-06
1997,"mycto_bathy",NA,55.1707243422145,10.8198692307692,56.26332,1.87581363416382e-06
2010,"mycto_bathy",NA,0.409647383076639,0.0803384615384616,0.41776,1.87581363416382e-06
1982,"north_rockfish",NA,490.82182828686,44.0771013553976,520.389159789916,1.87581363416382e-06
1983,"north_rockfish",NA,147.449913090285,15.2082973120332,202.094092452174,1.87581363416382e-06
1984,"north_rockfish",NA,3025.51738968659,378.189673710823,3089.62858130256,1.87581363416382e-06
1986,"north_rockfish",NA,958.326019301956,103.945051053352,1060.64848779661,1.87581363416382e-06
1987,"north_rockfish",NA,5867.86450098325,1173.57290019665,5988.864128,1.87581363416382e-06
1988,"north_rockfish",NA,7059.89088551167,756.899751294416,7259.10517485185,1.87581363416382e-06
1989,"north_rockfish",NA,367.73167762969,72.1181153846154,375.0142,1.87581363416382e-06
1990,"north_rockfish",NA,376.15711530087,40.5620649030984,466.497876,1.87581363416382e-06
1992,"north_rockfish",NA,3587.98438625883,703.661630769231,3659.04048,1.87581363416382e-06
1993,"north_rockfish",NA,58.4790833259967,7.04005433387389,58.9075072463768,1.87581363416382e-06
1994,"north_rockfish",NA,200.654066389146,39.3515,204.6278,1.87581363416382e-06
1996,"north_rockfish",NA,27.9278616402378,5.58557232804756,42.0350112,1.87581363416382e-06
1997,"north_rockfish",NA,721.37441133428,141.473161538462,735.66044,1.87581363416382e-06
1998,"north_rockfish",NA,13546.2309552199,2656.63446062696,13994.33336,1.87581363416382e-06
1999,"north_rockfish",NA,230.564619628508,28.5980214012838,359.48575575,1.87581363416382e-06
2000,"north_rockfish",NA,1673.66394918772,264.629505857276,1871.37599625,1.87581363416382e-06
2001,"north_rockfish",NA,906.783840911802,177.83494228538,980.40812,1.87581363416382e-06
2002,"north_rockfish",NA,333.341582179199,36.1559710160644,373.543341,1.87581363416382e-06
2003,"north_rockfish",NA,1211.88565058019,130.680990507515,1567.202674,1.87581363416382e-06
2005,"north_rockfish",NA,42.0042070050992,8.2377027373843,63.06684,1.87581363416382e-06
2006,"north_rockfish",NA,117.917792419891,12.7154025666643,188.2419,1.87581363416382e-06
2007,"north_rockfish",NA,5853.46608704577,1147.95914615385,5969.38756,1.87581363416382e-06
2008,"north_rockfish",NA,579.665677317125,113.681792307692,591.14532,1.87581363416382e-06
2009,"north_rockfish",NA,141.64944019469,27.7797407554699,172.46028,1.87581363416382e-06
2010,"north_rockfish",NA,1013.48787283396,109.28720793574,1136.393336,1.87581363416382e-06
2011,"north_rockfish",NA,354.057672085151,38.1790206548955,592.706715,1.87581363416382e-06
2012,"north_rockfish",NA,169.953157507926,33.3305564049854,227.36588,1.87581363416382e-06
2013,"north_rockfish",NA,483.301410145677,52.1157313491408,548.261954,1.87581363416382e-06
2014,"north_rockfish",NA,823.530143938992,102.146342829686,857.90504948718,1.87581363416382e-06
2015,"north_rockfish",NA,367.080430573186,39.5833008174189,473.24045,1.87581363416382e-06
2016,"north_rockfish",NA,56.3445253262537,4.52570118198834,116.377870173913,1.87581363416382e-06
2017,"north_rockfish",NA,636.747165220031,51.1447630728602,910.082776014493,1.87581363416382e-06
2018,"north_rockfish",NA,46167.0039476254,4978.31606616653,48892.414356,1.87581363416382e-06
2019,"north_rockfish",NA,257.56275776717,27.7737064439594,374.085684,1.87581363416382e-06
2021,"north_rockfish",NA,2111.6205978165,414.122870521954,2326.34132,1.87581363416382e-06
2022,"north_rockfish",NA,2068.37077647635,223.038156840394,3242.308632,1.87581363416382e-06
2023,"north_rockfish",NA,255.773888823752,27.5808077448931,459.31789172003,1.87581363416382e-06
1982,"nr_sole",NA,73742.3537058879,4035.00207023976,579526.317377955,1.87581363416382e-06
1983,"nr_sole",NA,80119.8001940896,4264.34668424818,714292.869718774,1.87581363416382e-06
1984,"nr_sole",NA,82528.3771794849,4380.1514668901,801981.951441503,1.87581363416382e-06
1985,"nr_sole",NA,58699.8475629452,3102.38334400583,696661.910198159,1.87581363416382e-06
1986,"nr_sole",NA,85392.8247778953,4538.57743073414,1026947.07924777,1.87581363416382e-06
1987,"nr_sole",NA,92023.5791347506,4850.06847510931,1276556.2911375,1.87581363416382e-06
1988,"nr_sole",NA,101799.586468281,5270.98278607834,1492465.63168345,1.87581363416382e-06
1989,"nr_sole",NA,93099.3293648498,4820.50054918899,1337034.63626293,1.87581363416382e-06
1990,"nr_sole",NA,91458.0940554724,4748.26765637205,1394583.55806648,1.87581363416382e-06
1991,"nr_sole",NA,97100.9209341942,5034.44822612989,1602607.36453383,1.87581363416382e-06
1992,"nr_sole",NA,113958.454168185,6039.7859913539,1559800.40223299,1.87581363416382e-06
1993,"nr_sole",NA,123328.157465846,6368.63866644892,2001368.08605186,1.87581363416382e-06
1994,"nr_sole",NA,232293.340567569,11979.614341291,2751701.32184276,1.87581363416382e-06
1995,"nr_sole",NA,131477.80682548,6780.45016856546,2185111.49178383,1.87581363416382e-06
1996,"nr_sole",NA,121749.611899417,6287.12292391544,2067058.15621694,1.87581363416382e-06
1997,"nr_sole",NA,192070.058905985,9905.25697629054,2632431.70759838,1.87581363416382e-06
1998,"nr_sole",NA,124031.690632086,6404.9689629336,2194672.10162955,1.87581363416382e-06
1999,"nr_sole",NA,160995.885309693,8336.05095597558,1649192.95786242,1.87581363416382e-06
2000,"nr_sole",NA,315997.492563383,16383.7067722082,2073943.36364214,1.87581363416382e-06
2001,"nr_sole",NA,260100.730041089,13431.543943807,2351102.81957516,1.87581363416382e-06
2002,"nr_sole",NA,172161.210516073,8890.36668255545,1891164.42233282,1.87581363416382e-06
2003,"nr_sole",NA,200723.967182567,10351.5482192726,2115947.81513373,1.87581363416382e-06
2004,"nr_sole",NA,183365.100152498,9468.93305555039,2193735.69089573,1.87581363416382e-06
2005,"nr_sole",NA,151770.085538994,7858.35715125358,2130383.41982062,1.87581363416382e-06
2006,"nr_sole",NA,153803.826844025,7931.82673814177,2233105.94417007,1.87581363416382e-06
2007,"nr_sole",NA,282732.824826305,14580.8321270308,2052308.75940555,1.87581363416382e-06
2008,"nr_sole",NA,308150.094934284,15912.8024775029,2057803.15306219,1.87581363416382e-06
2009,"nr_sole",NA,167377.585745616,8631.83990427656,1563917.50949932,1.87581363416382e-06
2010,"nr_sole",NA,214777.15738079,11076.2861666807,2088935.832924,1.87581363416382e-06
2011,"nr_sole",NA,166722.688695355,8598.06616768898,1993843.22239661,1.87581363416382e-06
